title,categoryName,address,city,postalCode,state,phone,website,totalScore,reviewsCount,url,placeId,description,openingHours,emails,engineers,googleAds,onlineBooking,searchString,notes
Hollowmead Boiler Care (Demo),Plumber,"111 High Street, Coventry",Coventry,CV1 3DD,West Midlands,01632 960018,https://www.hollowmead-boiler-care.example.com,4.5,251,https://www.google.com/maps/place/?q=place_id:DEMO0070,DEMOPLACE0070,24/7 emergency plumbing and heating callouts across Coventry. Gas Safe registered engineers.,"[""Monday: 8:30 AM \u2013 5:00 PM"", ""Tuesday: 8:30 AM \u2013 5:00 PM"", ""Wednesday: 8:30 AM \u2013 5:00 PM"", ""Thursday: 8:30 AM \u2013 5:00 PM"", ""Friday: 8:30 AM \u2013 4:30 PM"", ""Saturday: Closed"", ""Sunday: Closed""]",info@hollowmead-boiler-care.example.com,,no,no,plumber in Coventry,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Elmsworth Gas & Heating (Demo),Heating contractor,"133 Park Avenue, Derby",Derby,DE22 1TW,Derbyshire,01632 960019,https://www.elmsworth-gas--heating.example.com,4.6,56,https://www.google.com/maps/place/?q=place_id:DEMO0071,DEMOPLACE0071,"Drainage, plumbing and heating specialists serving Derby and the surrounding area.","[""Monday: 8:00 AM \u2013 5:30 PM"", ""Tuesday: 8:00 AM \u2013 5:30 PM"", ""Wednesday: 8:00 AM \u2013 5:30 PM"", ""Thursday: 8:00 AM \u2013 5:30 PM"", ""Friday: 8:00 AM \u2013 5:00 PM"", ""Saturday: 9:00 AM \u2013 1:00 PM"", ""Sunday: Closed""]",,4,no,yes,heating engineer in Derby,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Redmoor Heating Services (Demo),Boiler supplier,"13 Church Way, Norwich",Norwich,NR3 7BG,Norfolk,07700 900124,https://www.redmoor-heating-services.example.com,4.8,138,https://www.google.com/maps/place/?q=place_id:DEMO0072,DEMOPLACE0072,"Commercial and domestic heating contractor. Boiler installation, power flushing and landlord certificates.","[""Monday: 8:00 AM \u2013 5:30 PM"", ""Tuesday: 8:00 AM \u2013 5:30 PM"", ""Wednesday: 8:00 AM \u2013 5:30 PM"", ""Thursday: 8:00 AM \u2013 5:30 PM"", ""Friday: 8:00 AM \u2013 5:00 PM"", ""Saturday: 9:00 AM \u2013 1:00 PM"", ""Sunday: Closed""]",,2,yes,no,boiler repair in Norwich,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Oakhurst Heating Services (Demo),Plumber,"126 Mill Lane, Plymouth",Plymouth,PL4 9RA,Devon,01632 960021,https://www.oakhurst-heating-services.example.com,4.7,426,https://www.google.com/maps/place/?q=place_id:DEMO0073,DEMOPLACE0073,"Boiler repairs, servicing and new boiler installations for domestic customers in Plymouth.","[""Monday: 8:00 AM \u2013 5:30 PM"", ""Tuesday: 8:00 AM \u2013 5:30 PM"", ""Wednesday: 8:00 AM \u2013 5:30 PM"", ""Thursday: 8:00 AM \u2013 5:30 PM"", ""Friday: 8:00 AM \u2013 5:00 PM"", ""Saturday: 9:00 AM \u2013 1:00 PM"", ""Sunday: Closed""]",info@oakhurst-heating-services.example.com,3,no,no,emergency plumber in Plymouth,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Granville Plumbing Services (Demo),HVAC contractor,"147 Station Road, Southampton",Southampton,SO15 3AQ,Hampshire,07700 900219,https://www.granville-plumbing-services.example.com,4.7,8,https://www.google.com/maps/place/?q=place_id:DEMO0074,DEMOPLACE0074,"Emergency plumbers on call 24 hours a day, 7 days a week. Same-day response across Southampton.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",info@granville-plumbing-services.example.com,,no,no,plumbing and heating in Southampton,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Kingsmoor Plumbing & Heating (Demo),Plumber,"66 Mill Lane, Brighton",Brighton,BN2 1FG,East Sussex,01632 960023,,4.9,74,https://www.google.com/maps/place/?q=place_id:DEMO0075,DEMOPLACE0075,"Local plumber in Brighton for leaks, blockages, bathrooms and general plumbing repairs.","[""Monday: 8:00 AM \u2013 5:30 PM"", ""Tuesday: 8:00 AM \u2013 5:30 PM"", ""Wednesday: 8:00 AM \u2013 5:30 PM"", ""Thursday: 8:00 AM \u2013 5:30 PM"", ""Friday: 8:00 AM \u2013 5:00 PM"", ""Saturday: 9:00 AM \u2013 1:00 PM"", ""Sunday: Closed""]",,18,no,no,plumber in Brighton,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Granville Plumbing Co (Demo),Heating contractor,"175 High Street, Milton Keynes",Milton Keynes,MK9 5SR,Buckinghamshire,01632 960024,https://www.granville-plumbing-co.example.com,4.8,251,https://www.google.com/maps/place/?q=place_id:DEMO0076,DEMOPLACE0076,24/7 emergency plumbing and heating callouts across Milton Keynes. Gas Safe registered engineers.,"[""Monday: 8:30 AM \u2013 5:00 PM"", ""Tuesday: 8:30 AM \u2013 5:00 PM"", ""Wednesday: 8:30 AM \u2013 5:00 PM"", ""Thursday: 8:30 AM \u2013 5:00 PM"", ""Friday: 8:30 AM \u2013 4:30 PM"", ""Saturday: Closed"", ""Sunday: Closed""]",info@granville-plumbing-co.example.com,12,yes,no,heating engineer in Milton Keynes,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Ironsgate Plumbing Group (Demo),Boiler supplier,"202 Queens Road, Stockport",Stockport,SK3 9UJ,Greater Manchester,0161 496 0009,https://www.ironsgate-plumbing-group.example.com,4.6,402,https://www.google.com/maps/place/?q=place_id:DEMO0077,DEMOPLACE0077,"Local plumber in Stockport for leaks, blockages, bathrooms and general plumbing repairs.","[""Monday: 8:00 AM \u2013 5:30 PM"", ""Tuesday: 8:00 AM \u2013 5:30 PM"", ""Wednesday: 8:00 AM \u2013 5:30 PM"", ""Thursday: 8:00 AM \u2013 5:30 PM"", ""Friday: 8:00 AM \u2013 5:00 PM"", ""Saturday: 9:00 AM \u2013 1:00 PM"", ""Sunday: Closed""]",info@ironsgate-plumbing-group.example.com,6,no,no,boiler repair in Stockport,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Marlow Vale Plumbing Services (Demo),Plumber,"67 Bridge Street, London",London,SE1 4XY,Greater London,020 7946 0007,,4.6,402,https://www.google.com/maps/place/?q=place_id:DEMO0078,DEMOPLACE0078,"Drainage, plumbing and heating specialists serving London and the surrounding area.","[""Monday: 8:00 AM \u2013 5:30 PM"", ""Tuesday: 8:00 AM \u2013 5:30 PM"", ""Wednesday: 8:00 AM \u2013 5:30 PM"", ""Thursday: 8:00 AM \u2013 5:30 PM"", ""Friday: 8:00 AM \u2013 5:00 PM"", ""Saturday: 9:00 AM \u2013 1:00 PM"", ""Sunday: Closed""]",,4,no,no,emergency plumber in London,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Yarrowfield Drains & Plumbing (Demo),HVAC contractor,"215 Queens Road, London",London,N4 5YD,Greater London,020 7946 0008,,4.1,167,https://www.google.com/maps/place/?q=place_id:DEMO0079,DEMOPLACE0079,Family-run plumbing and heating company covering London. Emergency callouts available.,"[""Monday: 8:30 AM \u2013 5:00 PM"", ""Tuesday: 8:30 AM \u2013 5:00 PM"", ""Wednesday: 8:30 AM \u2013 5:00 PM"", ""Thursday: 8:30 AM \u2013 5:00 PM"", ""Friday: 8:30 AM \u2013 4:30 PM"", ""Saturday: Closed"", ""Sunday: Closed""]",,12,no,no,plumbing and heating in London,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Stonebridge Drains & Plumbing (Demo),Plumber,"68 Church Way, Manchester",Manchester,M20 7HP,Greater Manchester,0161 496 0010,,4.0,8,https://www.google.com/maps/place/?q=place_id:DEMO0080,DEMOPLACE0080,"Boiler repairs, servicing and new boiler installations for domestic customers in Manchester. Open 24 hours for emergencies.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",,4,no,no,plumber in Manchester,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Uppermill Boiler Care (Demo),Heating contractor,"146 High Street, Salford",Salford,M50 7NW,Greater Manchester,0161 496 0011,https://www.uppermill-boiler-care.example.com,4.7,23,https://www.google.com/maps/place/?q=place_id:DEMO0081,DEMOPLACE0081,24/7 emergency plumbing and heating callouts across Salford. Gas Safe registered engineers.,"[""Monday: 8:30 AM \u2013 5:00 PM"", ""Tuesday: 8:30 AM \u2013 5:00 PM"", ""Wednesday: 8:30 AM \u2013 5:00 PM"", ""Thursday: 8:30 AM \u2013 5:00 PM"", ""Friday: 8:30 AM \u2013 4:30 PM"", ""Saturday: Closed"", ""Sunday: Closed""]",info@uppermill-boiler-care.example.com,,yes,yes,heating engineer in Salford,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Fairbourne Heating Services (Demo),Boiler supplier,"98 Park Avenue, Birmingham",Birmingham,B15 1RU,West Midlands,07700 900975,https://www.fairbourne-heating-services.example.com,4.3,96,https://www.google.com/maps/place/?q=place_id:DEMO0082,DEMOPLACE0082,"Drainage, plumbing and heating specialists serving Birmingham and the surrounding area. Open 24 hours for emergencies.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",info@fairbourne-heating-services.example.com,12,no,yes,boiler repair in Birmingham,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Marlow Vale Heating & Gas (Demo),Plumber,"216 Victoria Road, Solihull",Solihull,B91 3JU,West Midlands,07700 900910,https://www.marlow-vale-heating--gas.example.com,3.8,8,https://www.google.com/maps/place/?q=place_id:DEMO0083,DEMOPLACE0083,"Emergency plumbers on call 24 hours a day, 7 days a week. Same-day response across Solihull.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",info@marlow-vale-heating--gas.example.com,12,no,no,emergency plumber in Solihull,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Thornwick Plumbing Co (Demo),HVAC contractor,"131 Station Road, Leeds",Leeds,LS11 9TA,West Yorkshire,0113 496 0004,https://www.thornwick-plumbing-co.example.com,4.3,204,https://www.google.com/maps/place/?q=place_id:DEMO0084,DEMOPLACE0084,"Boiler repairs, servicing and new boiler installations for domestic customers in Leeds. Open 24 hours for emergencies.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",,12,yes,no,plumbing and heating in Leeds,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Vantage Drains & Plumbing (Demo),Plumber,"215 Victoria Road, Sheffield",Sheffield,S11 8NL,South Yorkshire,07700 900618,https://www.vantage-drains--plumbing.example.com,4.6,17,https://www.google.com/maps/place/?q=place_id:DEMO0085,DEMOPLACE0085,"Drainage, plumbing and heating specialists serving Sheffield and the surrounding area. Open 24 hours for emergencies.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",,8,yes,no,plumber in Sheffield,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Pinnacle Row Heating Services (Demo),Heating contractor,"94 High Street, Nottingham",Nottingham,NG7 1LJ,Nottinghamshire,0115 496 0004,https://www.pinnacle-row-heating-services.example.com,4.8,511,https://www.google.com/maps/place/?q=place_id:DEMO0086,DEMOPLACE0086,"Boiler repairs, servicing and new boiler installations for domestic customers in Nottingham. Open 24 hours for emergencies.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",,2,no,no,heating engineer in Nottingham,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Marlow Vale Boiler Care (Demo),Boiler supplier,"73 Queens Road, Leicester",Leicester,LE2 4GZ,Leicestershire,0116 496 0004,https://www.marlow-vale-boiler-care.example.com,3.9,17,https://www.google.com/maps/place/?q=place_id:DEMO0087,DEMOPLACE0087,"Local plumber in Leicester for leaks, blockages, bathrooms and general plumbing repairs.","[""Monday: 8:30 AM \u2013 5:00 PM"", ""Tuesday: 8:30 AM \u2013 5:00 PM"", ""Wednesday: 8:30 AM \u2013 5:00 PM"", ""Thursday: 8:30 AM \u2013 5:00 PM"", ""Friday: 8:30 AM \u2013 4:30 PM"", ""Saturday: Closed"", ""Sunday: Closed""]",,,no,no,boiler repair in Leicester,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Thornwick Plumbing Group (Demo),Plumber,"203 Victoria Road, Bristol",Bristol,BS5 1LD,Bristol,0117 496 0004,https://www.thornwick-plumbing-group.example.com,4.4,742,https://www.google.com/maps/place/?q=place_id:DEMO0088,DEMOPLACE0088,"Gas Safe heating engineers specialising in boiler breakdowns, servicing and central heating upgrades.","[""Monday: 8:30 AM \u2013 5:00 PM"", ""Tuesday: 8:30 AM \u2013 5:00 PM"", ""Wednesday: 8:30 AM \u2013 5:00 PM"", ""Thursday: 8:30 AM \u2013 5:00 PM"", ""Friday: 8:30 AM \u2013 4:30 PM"", ""Saturday: Closed"", ""Sunday: Closed""]",,4,no,yes,emergency plumber in Bristol,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
Kingsmoor Gas & Heating (Demo),HVAC contractor,"44 Church Way, Reading",Reading,RG1 7BN,Berkshire,0118 496 0004,https://www.kingsmoor-gas--heating.example.com,4.2,204,https://www.google.com/maps/place/?q=place_id:DEMO0089,DEMOPLACE0089,"Boiler repairs, servicing and new boiler installations for domestic customers in Reading. Open 24 hours for emergencies.","[""Monday: Open 24 hours"", ""Tuesday: Open 24 hours"", ""Wednesday: Open 24 hours"", ""Thursday: Open 24 hours"", ""Friday: Open 24 hours"", ""Saturday: Open 24 hours"", ""Sunday: Open 24 hours""]",info@kingsmoor-gas--heating.example.com,,yes,no,plumbing and heating in Reading,Fictional demo record. Phone numbers are from Ofcom's reserved drama/fiction ranges and reach nobody.
